DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
341429.0,1987,1,100,95.2,17.2,,,40.766902,-73.983296,4.0,139.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000.0,1998,1,100,104.9,11.2,0.1,,40.757329,-73.98970899999999,5.0,119.0,4.699570861409576,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66366.0,1931,1,100,66.6,2.0,0.7,40.76,40.832194,-73.94941700000001,9.0,237.0,5.348535082708654,3.707701208354524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50254.0,1923,1,100,64.4,4.4,0.5,52.03,40.813787,-73.911469,1.0,73.0,4.987707789452551,3.9518204753022124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272000.0,1958,1,100,74.9,1.0,0.8,54.21,40.692048,-73.96418100000001,2.0,193.0,6.940996612761939,3.992865393272247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83633.0,2008,1,100,40.6,5.6,0.2,,40.660709999999995,-73.908457,16.0,916.0,4.591071261608589,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77850.0,1940,1,100,69.0,3.3,0.6,54.16,40.867449,-73.89484200000001,7.0,40304.0,5.46848199307136,3.9919426286040194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54000.0,1926,1,100,92.7,4.8,,,40.843456,-73.924705,4.0,201.0,5.741399338227508,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58321.0,1930,1,100,71.3,5.5,0.6,53.38,40.744776,-73.98174300000001,5.0,72.0,5.07829394257007,3.9774361439763783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97877.0,1901,1,100,151.6,17.1,1.0,68.9,40.76599,-73.969365,8.0,11401.0,5.7736194342449805,4.232656178019613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127800.0,1967,1,100,144.2,,1.1,47.54,40.619168,-74.106521,1.0,147.0,6.709182381602132,3.861571461932048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129024.0,1931,1,100,39.8,1.9,0.4,,40.619105,-74.02561800000001,10.0,160.0,5.4258306868469965,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147112.0,1945,1,100,74.2,5.0,0.6,,40.787657,-73.978734,7.0,171.0,6.048081147526878,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92728.0,2003,1,100,74.1,5.4,0.6,104.58,40.854048999999996,-73.903658,5.0,241.0,5.625460507880731,4.649952328759984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76000.0,1929,1,100,90.4,5.3,0.1,135.58,40.840561,-73.914173,4.0,223.0,5.95739056677423,4.909561872002819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92065.0,1926,1,100,68.9,3.8,0.6,31.67,40.785959000000005,-73.970945,7.0,169.0,5.600272098286537,3.4553698605505483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88810.0,1930,1,100,82.2,4.4,0.7,78.79,40.854802,-73.86667,11.0,22403.0,5.916741000912046,4.366786085257597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264386.0,1980,1,100,81.1,6.4,0.6,94.26,40.805507,-73.937997,11.0,242.0,6.747469149048794,4.546056921495585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115000.0,1960,1,100,76.7,4.1,0.7,33.74,,,,,5.96512057176838,3.5186840771178223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374584.0,1908,1,100,67.4,11.2,0.2,,40.726615,-74.007663,2.0,37.0,6.645870899351497,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000.0,1968,1,100,47.9,8.7,0.2,28.59,40.772003000000005,-73.979703,7.0,149.0,6.035959786994534,3.3530570063342204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106512.0,1928,1,100,114.5,5.5,1.0,,40.824040999999994,-73.926027,4.0,63.0,6.288601778330518,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59488.0,1930,1,100,71.6,4.4,0.0,30.09,40.773987,-73.95657,8.0,138.0,5.527442989539794,3.4041928906419536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95880.0,1939,1,100,176.8,3.5,1.6,,,,,,6.728389350013815,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52575.0,1924,1,100,124.9,4.5,0.3,82.92,40.834355,-73.92093100000001,4.0,197.0,6.137511048037225,4.417876287567579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50410.0,1926,1,100,125.5,3.8,0.1,,40.875243,-73.880482,7.0,419.0,6.0342845442909105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101020.0,1941,1,100,79.0,5.1,0.7,,40.827566999999995,-73.92051,4.0,18301.0,5.800606659291741,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54096.0,1929,1,100,56.6,3.0,0.0,47.96,,,,,5.381738974687109,3.8703673301593136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190926.0,2005,1,100,85.5,6.0,0.7,50.46,40.823071,-73.91731,1.0,69.0,6.5160451361063085,3.921180943212912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54000.0,1940,1,100,62.5,2.8,0.6,33.22,40.610333000000004,-73.966437,12.0,442.0,5.169346985251076,3.503152104185149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70200.0,1928,1,100,69.4,2.9,0.6,,40.655182,-73.95397700000001,17.0,822.0,5.546348633370026,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63727.0,1931,1,100,84.2,3.2,0.8,69.3,40.652843,-73.960465,14.0,50803.0,5.5991624255260986,4.238444906195857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79039.0,1942,1,100,102.8,10.6,0.0,31.46,40.856966,-73.93509300000001,12.0,281.0,5.949600343009283,3.4487168976301317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146688.0,1955,1,100,69.5,3.9,0.5,73.3,40.626024,-73.946741,14.0,750.0,6.095599311839989,4.294560608892605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214110.0,1926,1,95,82.4,16.3,0.3,10.24,40.726143,-74.00569300000001,2.0,37.0,5.656341400056065,2.3263016196113617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254600.0,1970,1,100,76.1,4.2,0.6,,,,,,6.766997841265875,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78000.0,1927,1,100,92.2,3.4,0.0,66.6,40.632037,-74.030487,10.0,66.0,6.155282632337377,4.198704577546343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117884.0,1952,1,100,112.6,6.0,0.9,81.86,40.601895,-73.971727,15.0,41401.0,6.387384242372615,4.405010471064257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72700.0,1931,1,100,73.8,4.5,0.3,54.12,,,,,5.6736668507515775,3.991203803302587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54698.0,1986,1,100,64.3,6.7,0.4,14.91,40.77212,-73.954257,8.0,134.0,4.74406218485471,2.702032128776647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247908.0,1955,1,100,67.3,6.0,0.5,35.59,40.731424,-73.992509,2.0,59.0,6.48096438415922,3.5720646995221013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157748.0,1927,1,100,74.2,12.4,0.0,,40.752171000000004,-73.983701,5.0,84.0,5.966915674186569,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117678.0,1942,1,100,93.2,3.7,0.0,35.64,40.856981,-73.936894,12.0,275.0,6.557488331338735,3.573468602602609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59520.0,1927,1,100,129.3,8.3,0.6,,40.853516,-73.90063,5.0,381.0,5.97609706997686,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143675.0,1927,1,100,93.1,14.7,,,40.770013,-73.967219,8.0,122.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59000.0,1985,1,100,160.6,20.5,1.0,86.39,40.719967,-73.988023,3.0,18.0,5.801211619987747,4.458871928370793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58500.0,1926,1,95,84.7,3.9,0.8,7.98,40.634405,-74.023595,10.0,130.0,5.397710110426072,2.0769384114617173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75614.0,2007,1,100,94.8,12.2,0.6,,40.771824,-73.988974,7.0,147.0,5.339939041238856,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60600.0,1941,1,100,86.7,4.2,0.8,80.99,40.610176,-73.97216,12.0,438.0,5.4120923808068815,4.3943256902608985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102550.0,1963,1,100,80.8,4.1,0.7,57.85,40.64027,-73.972107,12.0,490.0,5.88638177065483,4.0578534536396855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283522.0,1923,1,100,12.8,3.8,,,40.796136,-73.97126899999999,7.0,183.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70828.0,1925,1,100,87.9,13.4,,42.99,40.749965,-73.977114,6.0,80.0,5.579729825986222,3.76096753050819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640000.0,1924,1,100,111.3,16.3,0.0,35.6,40.707899,-74.008473,1.0,1502.0,4.630837932736669,3.572345637857985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109723.0,1950,1,100,91.8,,,,40.771474,-73.947307,8.0,136.0,6.249589067317437,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50400.0,1932,1,100,118.4,,,71.81,40.608398,-73.95702299999999,15.0,552.0,5.69035945432406,4.2740237421222265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252405.0,1902,1,100,162.8,23.7,0.1,65.85,40.761303999999996,-73.97519399999999,5.0,104.0,4.91338990965742,4.18737942818929,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78230.0,1911,1,100,10.4,,,,40.756852,-73.979058,5.0,96.0,5.310739886546594,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65370.0,1927,1,100,160.6,3.9,1.5,107.87,40.650868,-73.96336,14.0,506.0,6.232840866683252,4.680926798387338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56876.0,2008,1,100,113.4,11.9,0.8,20.68,40.744786,-74.004923,4.0,89.0,5.377590547442544,3.0291670496402285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179844.0,1950,1,100,69.6,4.4,0.1,28.67,40.789553000000005,-73.979466,7.0,171.0,5.622572419230658,3.3558512798952784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72000.0,1940,1,100,88.3,5.4,0.6,,40.612453,-73.96826899999999,12.0,440.0,5.642261618007951,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50900.0,1950,1,100,60.8,3.1,,78.87,,,,,5.236441962829949,4.3678009274099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107268.0,1935,1,100,51.0,3.6,0.4,,40.632249,-73.987851,12.0,236.0,5.37805233456689,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120184.0,1950,6,100,41.3,12.9,,54.93,,,,,,4.006059647354529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107250.0,1939,1,100,94.0,6.6,0.8,78.76,40.826489,-73.92554799999999,4.0,63.0,5.9301209168669295,4.366405253770925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51354.0,1928,1,100,81.8,4.7,0.1,161.47,40.891095,-73.862044,12.0,408.0,5.498396978263695,5.08431936689353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71070.0,1928,1,100,86.3,5.7,0.7,99.19,40.827884000000005,-73.915595,4.0,173.0,5.604698516432302,4.597037202757902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102824.0,2012,1,100,48.8,5.6,0.3,0.47,40.754332,-73.992622,4.0,111.0,5.096812990337308,-0.7550225842780328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115776.0,1961,1,100,95.9,11.0,0.6,,40.879687,-73.87795,7.0,421.0,5.884157694119473,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148650.0,1944,1,100,111.2,,,14.24,,,,,6.069582326371934,2.65605490598383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55176.0,1930,1,100,72.6,3.5,0.7,58.27,40.823108000000005,-73.94736400000001,9.0,227.0,5.200704537681037,4.065087381154983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71669.0,2014,1,100,6.5,1.3,0.0,,40.880733,-73.870701,12.0,435.0,2.0412203288596382,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218064.0,1958,1,100,62.5,6.2,0.0,,40.776097,-73.961616,8.0,142.0,2.2192034840549946,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140348.0,1917,1,100,55.7,6.7,0.4,38.02,,,,,5.610935924289849,3.6381123370602833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66474.0,1927,1,100,66.1,4.2,0.5,85.47,40.854216,-73.903481,5.0,23501.0,5.290789100127245,4.448165437177926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111685.0,1900,1,100,80.1,8.8,0.6,31.22,40.711763,-74.006857,1.0,1501.0,5.6917098934219315,3.441058915087286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000.0,1927,1,100,185.7,3.7,0.9,117.57,40.869889,-73.900858,8.0,26701.0,6.48768401848461,4.76703390087965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128050.0,1939,1,100,56.3,3.4,0.5,48.18,,,,,5.5579856925446185,3.874943997186725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54800.0,1900,1,100,139.1,27.8,0.5,16.73,40.722581,-73.99776,2.0,43.0,4.859812404361672,2.8172035149987327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62210.0,1927,1,100,81.9,14.1,0.1,8920.64,40.760564,-73.969386,6.0,11203.0,3.770459441106359,9.09612297187915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161250.0,1951,1,100,64.0,3.7,0.5,45.64,,,,,6.170238150686251,3.8207845249938748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80676.0,1932,1,100,87.2,3.7,0.8,50.88,40.642344,-73.959553,14.0,514.0,5.762051382780177,3.9294699190318667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
