DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
130010.0,1924,1,100,28.5,8.3,0.0,21.32,40.754093,-73.990143,5.0,113.0,-2.3025850929940455,3.0596455992976437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180449.0,1910,3,100,35.6,8.3,0.1,12.99,40.754422,-73.989049,5.0,113.0,4.091005660956586,2.5641798306825083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121520.0,1925,1,100,71.7,9.9,0.4,17.27,40.755171000000004,-73.991283,5.0,113.0,5.481888142742423,2.848970892158587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177975.0,1925,1,100,87.4,6.8,0.7,,40.754798,-73.98989,5.0,113.0,6.46412090475647,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108025.0,1925,1,100,53.4,6.4,0.0,13.62,40.754746000000004,-73.98977099999999,5.0,113.0,5.4988062272974405,2.611539300721366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
225981.0,1924,1,100,81.3,15.1,0.3,15.24,40.754468,-73.98810300000001,5.0,113.0,5.96203573641717,2.7239235502585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52524.0,1924,1,100,57.4,,0.0,19.71,40.75535,-73.989334,5.0,113.0,4.768139014266231,2.9811261211646287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
343534.0,2001,1,100,100.8,13.4,0.6,58.83,40.737751,-73.997748,4.0,81.0,6.900227012561346,4.0746519288763645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56967.0,1985,1,100,94.1,12.5,0.0,17.34,40.738626000000004,-73.997694,4.0,81.0,5.492649836008127,2.853015971352396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53298.0,1909,1,100,76.4,5.0,0.1,21.76,40.739628,-73.99627199999999,4.0,81.0,5.381738974687109,3.080073421987742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108689.0,2002,1,100,87.7,8.5,0.6,29.46,40.739886,-73.996879,4.0,81.0,5.76456394691606,3.3830334110344844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63638.0,1910,1,100,60.9,8.1,0.4,29.33,40.740408,-73.996341,4.0,81.0,4.7104306966455844,3.3786108829893595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165513.0,1901,1,100,65.9,12.7,0.0,15.22,40.740715,-73.99521899999999,4.0,87.0,5.589866950526307,2.7226103524335397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62158.0,1938,1,100,68.2,5.2,0.0,31.7,40.742309999999996,-73.996936,4.0,87.0,5.43197375136071,3.456316680883235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51384.0,1910,1,100,77.3,11.3,0.0,18.3,40.742065000000004,-73.99481800000001,4.0,87.0,4.987707789452551,2.9069010598473755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77437.0,1939,1,100,98.1,19.0,0.0,7.49,40.742101,-73.994901,4.0,87.0,5.230573714461517,2.0135687975291283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115895.0,1940,1,100,120.5,27.1,0.0,,40.742082,-73.994807,4.0,87.0,5.414321042304342,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159606.0,1978,1,100,83.5,7.9,0.6,44.99,40.743402,-73.993955,4.0,91.0,6.161207321695077,3.806440242853081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86027.0,1911,1,100,40.8,8.6,0.0,42.41,40.744868,-73.993464,4.0,91.0,4.222444564849416,3.747384183486499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52543.0,1911,1,100,53.1,3.2,0.1,16.08,40.745334,-73.992703,4.0,91.0,5.060694493968993,2.77757626375082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58084.0,1911,1,100,26.1,7.5,,27.03,40.745293,-73.99255500000001,5.0,95.0,-inf,3.2969473602883563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53350.0,1985,1,100,60.9,6.3,0.4,16.25,40.745074,-73.992039,5.0,95.0,4.8064770426931265,2.7880929087757464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65680.0,1950,1,100,71.2,16.9,0.0,37.52,40.745628,-73.991479,5.0,95.0,4.018183201256536,3.624874124138024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50400.0,1970,1,100,56.6,4.8,0.0,35.91,40.745713,-73.991685,5.0,95.0,5.093136515607999,3.5810158082379915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197612.0,1926,1,100,72.6,11.1,0.0,18.95,40.746869000000004,-73.993616,5.0,95.0,6.181878273799273,2.9418039315284354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84745.0,1910,1,100,10.8,0.4,,,40.745894,-73.992064,5.0,95.0,4.100989104940769,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58764.0,1912,1,100,56.9,8.4,0.3,12.78,40.747327,-73.99167800000001,5.0,95.0,4.44500143383527,2.5478814489493886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
190325.0,1928,1,100,42.5,6.5,0.0,10.41,40.748038,-73.99276,5.0,95.0,6.329186003129627,2.3427668826268775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58292.0,1912,1,100,54.5,8.5,,20.59,40.747206,-73.991342,5.0,95.0,4.689511334421843,3.0248055210396982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216841.0,1926,1,100,34.6,5.3,0.0,,40.747824,-73.990941,5.0,95.0,6.258816353086512,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140247.0,1929,1,100,51.7,6.1,0.3,,40.747706,-73.99065999999999,5.0,95.0,5.21112415484566,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83642.0,1930,1,100,68.9,12.4,0.1,26.59,40.748609,-73.992349,5.0,101.0,5.014627315365793,3.2805352052549286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151525.0,1912,1,90,78.2,5.8,,54.12,40.747582,-73.990324,5.0,101.0,6.485245736264714,3.991203803302587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102145.0,1920,1,100,150.2,,,2.98,40.748771000000005,-73.98935,5.0,101.0,6.63200177739563,1.091923300517313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
579715.0,2006,1,100,66.8,7.5,0.2,,40.748957,-73.989797,5.0,101.0,7.284683728948113,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310000.0,1965,1,100,84.9,5.5,0.7,38.61,40.736719,-73.99529100000001,5.0,54.0,6.876986745310501,3.653511310276145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101231.0,1973,1,100,74.8,7.3,0.5,,40.738138,-73.996258,5.0,54.0,5.472270673671475,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70000.0,1986,1,100,77.4,7.9,0.6,29.4,40.737306,-73.992992,5.0,54.0,5.326904823399949,3.380994674344636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50672.0,1906,1,100,50.4,3.7,0.4,15.28,40.738231,-73.99299599999999,5.0,54.0,4.6443908991413725,2.7265447837383743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51102.0,1915,1,100,54.4,7.9,0.3,6.08,40.738283,-73.993072,5.0,54.0,4.384523514872469,1.8050046959780757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100621.0,1950,1,100,108.3,14.8,0.7,23.99,40.738338,-73.99193100000001,5.0,54.0,5.735604086979157,3.177637076851603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69864.0,1963,1,100,77.4,10.3,0.5,18.19,40.738725,-73.994129,5.0,54.0,5.169915651743512,2.900871992530031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55176.0,1982,1,100,51.1,6.4,0.3,8.84,,,,,4.441474093317302,2.179286876649552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
191400.0,1901,1,100,67.0,14.2,0.0,22.06,40.738928,-73.992783,5.0,54.0,5.295312857527738,3.0937660138253564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91000.0,1900,1,100,83.9,10.7,0.0,31.64,40.739178,-73.991321,5.0,54.0,5.663307642090483,3.4544221428994533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95316.0,1923,1,100,69.5,13.6,0.1,,40.740246,-73.992324,5.0,54.0,5.21112415484566,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119136.0,2006,1,100,86.1,10.9,0.5,33.26,40.740479,-73.991051,5.0,54.0,5.717027701406222,3.5043554737647815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101368.0,1907,1,100,54.1,9.4,0.0,15.87,40.740657,-73.991473,5.0,54.0,5.065754593317335,2.7644305345383176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89288.0,1927,1,100,18.7,5.2,,,40.740078000000004,-73.991884,5.0,54.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50313.0,1909,1,100,59.7,5.7,0.0,17.06,40.74145,-73.991447,5.0,58.0,5.03500265054455,2.836736542063533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67560.0,2003,1,100,45.4,5.4,0.3,11.96,40.740764,-73.991682,5.0,58.0,4.671893818030999,2.481567748522486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
439330.0,1911,2,100,68.4,14.0,0.0,12.54,40.742123,-73.99096,5.0,58.0,6.760993897586733,2.5289235352047745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92285.0,1903,1,100,99.2,21.6,0.0,10.39,40.74217,-73.99102099999999,5.0,58.0,5.128714582161857,2.340843805111136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97554.0,1920,1,100,81.3,13.4,0.0,18.57,40.743586,-73.99048,5.0,58.0,5.521860837883573,2.9215473753646144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65150.0,1909,1,100,107.1,10.5,0.8,41.04,40.744165,-73.989913,5.0,58.0,5.501666290534067,3.714547200862514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150888.0,1912,1,100,75.9,3.0,0.1,25.1,40.743547,-73.988134,5.0,58.0,6.488292661230119,3.2228678461377385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61418.0,1924,1,100,65.8,3.9,0.6,15.3,40.746234,-73.989083,5.0,76.0,5.214392131610276,2.72785282839839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62091.0,1927,1,100,83.6,7.0,0.0,33.28,40.746229,-73.987098,5.0,76.0,5.605434351638425,3.5049566159530077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51553.0,1913,1,100,51.1,5.7,0.4,21.84,40.746159999999996,-73.986939,5.0,76.0,4.52720864451838,3.083743150876704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62612.0,1904,1,100,79.1,14.2,0.3,,40.747985,-73.988242,5.0,76.0,4.58700621536042,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
886042.0,1913,1,100,61.1,4.6,,,40.749092,-73.98801800000001,5.0,76.0,8.016515898702062,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135570.0,1920,2,100,107.6,19.1,0.0,19.24,40.748715000000004,-73.984806,5.0,76.0,5.762994334288047,2.9569914452375605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69500.0,1963,1,100,12.3,3.6,,1.66,40.749390000000005,-73.98474399999999,5.0,84.0,-inf,0.5068176023684519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
662729.0,1920,1,100,63.3,12.4,0.0,,40.751056,-73.982665,5.0,84.0,3.673765816303888,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
69925.0,1907,1,100,77.3,4.8,0.7,56.29,40.75267,-73.982968,5.0,84.0,5.561834812000519,4.030516899475935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443389.0,1965,1,100,121.7,9.1,0.9,54.88,40.735859000000005,-73.993245,5.0,52.0,7.630364169691702,4.00514898341763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272566.0,1906,1,100,93.0,17.0,0.4,12.04,40.737051,-73.99284399999999,5.0,52.0,6.220590170099739,2.488234439880675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53396.0,1907,1,100,91.3,8.7,0.6,,40.736782,-73.993039,5.0,52.0,5.499215308914927,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52564.0,1920,1,100,58.7,6.5,0.4,,40.737196000000004,-73.992307,5.0,52.0,4.658710952916121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120822.0,1935,1,100,108.6,27.1,0.2,26.66,40.737026,-73.990062,5.0,52.0,4.580877493419047,3.2831643147505627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51345.0,1920,1,100,50.2,9.2,0.2,,40.737715,-73.991715,5.0,52.0,4.09933210373314,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142400.0,1900,2,100,134.2,18.0,0.5,65.41,40.737676,-73.989817,5.0,52.0,6.3133668704454555,4.180675151973121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95705.0,1900,1,100,133.2,33.3,0.2,,40.739965000000005,-73.99072199999999,5.0,52.0,4.504244267398131,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109393.0,1958,1,100,90.9,12.9,0.5,41.7,40.738960999999996,-73.987273,5.0,56.0,5.490589254195159,3.730501128804756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
297900.0,1986,1,100,138.6,12.1,0.1,49.73,40.7394,-73.986951,5.0,56.0,7.5227787427605035,3.906608372726647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150100.0,1987,1,90,62.6,7.2,0.0,,40.742021,-73.986742,5.0,56.0,2.4336133554004498,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64830.0,1985,1,100,116.4,14.1,0.0,,40.743865,-73.98581,5.0,56.0,0.5877866649021191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61968.0,1913,1,100,36.1,3.1,,5.54,40.744541,-73.98694,5.0,74.0,4.667205576907544,1.7119945007591924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
224449.0,1928,1,85,59.7,12.7,0.0,12.51,40.744096,-73.985619,5.0,74.0,5.751937516543248,2.5265283244788197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146161.0,1913,1,100,50.8,4.0,,,40.744367,-73.98541999999999,5.0,74.0,6.076035448558252,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
